recordeddate,id,gender,age,height,weight,instagram,condition,choice_perc,panas1,panas2,panas3,panas4,panas5,panas6,panas7,panas8,panas9,panas10,panas11,panas12,panas13,panas14,panas15,panas16,panas17,panas18,panas19,panas20,bss1,bss2,bss3,bss4,bss5,bss6,bss7,bss8,bss9,bss10,bss11,bss12,bss13,bss14,bss15,bss16,bss17,bas1,bas2,bas3,bas4,bas5,bas6,bas7,bas8,bas9,bas10,sac1,sac2,sac3,sac4,pacsr1,pacsr2,pacsr3,pacsr4
2017-12-18T08:16:01Z,YRX3206,Female,18-29,1.57,46.72,Yes,Control,50,3,2,1,3,2,1,2,1,1,1,3,3,1,2,2,1,3,2,2,2,3,2,4,4,2,2,2,3,5,3,5,2,5,5,6,6,3,4,3,4,3,5,2,3,3,2,3,2,1,2,1,10,9,10,9
2017-12-18T13:06:39Z,VRL7175,Female,18-29,1.6,49.7,Yes,BPaverage,33.3333333,4,1,1,1,5,1,1,1,5,4,1,4,1,4,1,4,3,1,4,1,6,6,5,5,5,6,6,6,7,7,6,6,6,6,6,6,2,5,4,5,5,4,4,5,4,5,5,3,1,1,1,9,9,8,8
2017-12-21T05:26:43Z,NQK5816,Female,40-49,1.76,77.5,No,BPlarger,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,5,7,7,7,7,7,7,7,7,7,7,1,2,7,7,6,7,4,4,4,4,5,4,4,4,4,4,1,1,1,1,7,7,7,7
2017-12-21T11:19:20Z,GRV2560,Female,18-29,1.75,65.31,Yes,BPlarger,25,4,2,5,1,5,1,1,1,5,5,1,4,1,5,1,5,4,3,2,1,6,5,6,4,3,3,5,5,7,7,6,5,5,5,6,5,1,5,3,4,5,5,4,4,5,5,5,1,1,1,1,7,6,7,7
2017-12-21T11:22:08Z,COW1131,Female,18-29,1.72,108,Yes,BPlarger,33.3333333,4,1,3,1,2,2,1,1,3,4,1,2,1,3,2,2,3,1,1,1,6,6,7,3,6,5,7,7,7,7,6,5,7,7,6,6,7,4,4,5,4,4,4,5,2,3,4,1,1,2,1,7,6,7,9
2017-12-21T11:36:02Z,XBE9168,Female,18-29,1.6,90,Yes,BPaverage,0,2,1,1,1,3,1,1,1,3,3,1,1,2,2,1,1,1,1,1,1,2,2,2,2,3,3,3,4,3,3,2,2,2,4,3,2,2,3,3,4,3,3,3,3,4,3,4,3,3,2,2,10,9,8,9
2017-12-21T12:41:40Z,XUR4994,Female,18-29,1.51,54,Yes,Control,100,4,2,1,4,2,5,3,4,3,1,4,4,3,2,5,3,4,5,2,5,1,3,1,5,5,5,3,6,4,5,4,1,1,1,4,1,6,3,1,3,3,2,1,3,4,2,1,5,5,NA,NA,10,10,10,10
2017-12-21T13:17:56Z,PGG6157,Female,18-29,1.6,108.9,Yes,BPlarger,33.3333333,4,1,4,1,5,1,1,1,4,5,1,3,1,5,1,5,4,1,3,1,5,7,5,5,7,7,7,6,7,3,2,5,4,5,7,7,7,4,4,4,5,5,5,5,4,4,5,5,5,5,5,9,7,6,7
2017-12-21T13:45:24Z,FPJ3679,Female,18-29,1.69,90,Yes,BPlarger,50,3,3,2,1,4,1,1,1,3,5,3,3,1,4,1,1,2,1,2,1,3,7,7,4,4,4,5,4,7,4,4,5,2,2,4,1,1,3,2,2,1,2,2,1,3,3,2,4,5,5,5,8,7,10,7
2017-12-21T15:04:35Z,UID5971,Female,18-29,1.65,113.9,Yes,BPaverage,33.3333333,4,3,4,2,3,4,4,2,4,3,2,2,4,4,4,4,4,2,2,4,2,3,3,2,2,3,3,4,5,2,1,2,1,1,2,1,1,3,3,3,3,3,3,3,2,3,2,5,5,5,5,9,9,9,9
2017-12-21T15:20:57Z,NSE4246,Female,18-29,1.72,88.9,Yes,BPaverage,25,3,1,2,1,3,1,1,1,4,3,1,2,1,3,1,2,3,1,2,1,3,3,3,2,5,4,6,5,6,5,3,4,1,3,5,4,5,4,2,4,3,4,2,3,2,4,3,4,4,5,1,9,9,9,9
2017-12-21T16:37:14Z,KNU3396,Female,18-29,1.7,73,Yes,BPaverage,33.3333333,4,1,3,1,4,1,1,1,3,4,1,3,1,4,1,2,4,1,1,1,6,6,6,6,5,6,7,6,7,7,6,3,6,6,6,6,6,5,4,4,4,3,4,4,4,3,3,4,4,4,4,9,7,8,7
2017-12-21T16:56:06Z,WOC9223,Female,18-29,1.71,98,Yes,BPlarger,45.4545455,3,1,3,1,1,1,1,3,3,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,7,4,2,1,2,1,1,3,4,1,1,1,2,1,1,1,1,1,1,1,3,3,5,5,10,10,10,9
2017-12-21T17:08:45Z,ROZ5254,Female,18-29,1.6,122.4,Yes,BPlarger,50,3,1,2,1,4,2,2,1,1,3,1,2,1,3,1,2,1,1,1,1,2,6,5,2,7,7,6,7,3,3,3,5,1,1,2,1,2,3,2,3,4,2,3,3,4,2,3,5,5,5,4,7,7,7,7
2017-12-21T17:18:56Z,ZRV2155,Female,NA,1.7,89,Yes,BPaverage,0,5,1,2,1,4,3,4,1,2,4,3,2,2,4,4,3,3,1,2,2,1,3,5,3,3,4,6,6,7,3,6,6,1,1,7,1,6,4,2,3,2,3,3,3,2,2,3,5,4,5,5,8,9,9,9
2017-12-21T17:32:49Z,HTQ4872,Female,18-29,1.75,108,Yes,Control,25,4,1,3,1,2,1,1,1,3,1,1,1,1,4,1,1,2,1,1,1,7,7,7,7,7,7,7,7,6,7,7,7,6,7,7,7,7,5,5,5,5,5,5,5,5,5,5,1,1,1,1,7,7,7,7
2017-12-21T17:47:18Z,BQJ1467,Female,30-39,1.7,114.3,Yes,Control,50,3,2,1,3,3,3,1,2,3,1,4,2,1,1,3,2,2,1,2,1,2,5,5,5,6,6,6,7,7,6,6,4,2,2,6,1,4,3,2,3,2,2,2,3,3,3,3,1,1,1,1,7,7,7,7
2017-12-21T18:14:40Z,PML1993,Female,18-29,1.67,61,Yes,BPaverage,40,3,2,1,1,2,2,1,2,3,3,2,5,1,2,3,3,5,1,2,1,3,4,3,6,2,3,2,7,6,1,7,1,1,2,7,3,1,4,3,4,3,3,2,3,3,2,2,5,3,5,1,10,10,10,10
2017-12-21T18:21:12Z,PGD2965,Female,18-29,1.63,80,Yes,Control,75,4,3,1,2,1,5,2,1,1,1,1,3,5,3,4,1,3,3,1,1,2,3,4,4,3,2,4,6,7,6,5,5,2,3,6,1,4,3,2,4,2,2,3,2,2,3,3,3,NA,NA,NA,8,9,7,8
2017-12-21T18:33:02Z,KJJ7176,Female,30-39,1.62,99.79,Yes,BPlarger,0,5,1,5,1,5,1,1,1,5,5,1,5,1,5,1,5,5,1,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,4,10,10,10,10
2017-12-21T18:36:44Z,XVR3826,Female,18-29,1.67,72,Yes,BPaverage,66.6666667,4,1,2,1,3,1,1,1,3,2,1,4,1,3,1,3,4,1,3,1,6,6,5,5,7,7,7,6,7,7,7,6,3,6,6,6,6,4,4,5,4,3,4,4,4,4,4,1,1,1,1,6,6,6,6
2017-12-21T18:45:10Z,JOR6879,Female,NA,1.7,106.14,Yes,BPlarger,100,3,1,2,1,2,2,3,1,4,3,3,2,1,3,4,4,2,1,1,3,3,3,5,5,4,5,5,6,6,5,5,6,2,1,5,3,5,3,3,3,3,2,3,3,3,3,4,5,5,5,5,8,7,9,8
2017-12-21T19:28:04Z,NBZ4406,Female,18-29,1.82,154.18,Yes,BPlarger,33.3333333,5,1,5,1,5,1,1,1,4,5,1,2,1,5,1,5,5,1,3,1,1,1,1,1,1,5,6,7,6,2,1,7,1,1,1,1,4,1,2,3,3,3,2,2,3,2,2,2,2,1,2,10,10,10,10
2017-12-21T20:27:29Z,ODM9672,Female,30-39,1.69,94,Yes,Control,33.3333333,4,1,4,1,3,2,1,1,4,2,1,3,2,3,1,2,2,1,2,1,3,3,3,1,7,3,6,7,6,5,1,7,2,2,6,5,5,3,3,3,3,3,3,3,3,3,3,2,3,3,3,8,7,7,7
2017-12-21T21:34:12Z,LTG1194,Female,18-29,1.65,90.7,Yes,Control,50,2,2,1,2,1,2,2,1,1,1,3,2,3,1,3,1,1,2,1,1,2,2,2,2,5,5,5,4,5,3,2,2,2,2,4,2,3,3,2,3,2,2,2,3,2,3,3,4,NA,NA,NA,7,7,7,7
2017-12-21T22:13:37Z,VPR6254,Female,50+,1.72,95.25,Yes,BPaverage,25,4,1,3,1,4,2,2,1,5,5,1,2,1,4,2,3,3,1,1,2,4,4,6,4,5,6,5,4,7,6,4,6,4,3,4,3,2,4,4,4,4,4,4,4,3,4,4,5,5,4,4,9,9,9,9
2017-12-22T01:03:34Z,DLO6826,Female,30-39,1.67,158.75,Yes,Control,0,1,2,3,1,3,2,1,1,2,2,2,2,3,3,4,4,3,3,2,3,5,5,5,3,5,3,6,6,5,4,2,5,3,3,5,3,3,4,4,3,3,3,3,3,5,3,3,1,1,1,1,6,9,9,9
2017-12-22T01:43:10Z,DVY8855,Female,18-29,1.65,88,Yes,BPlarger,100,4,2,4,1,2,5,4,1,2,4,2,1,5,1,4,4,2,1,1,1,2,3,3,3,2,5,5,7,7,3,3,2,1,1,1,1,1,2,1,2,1,3,1,1,2,2,2,5,5,5,5,10,10,10,10
2017-12-22T03:03:46Z,SPR5456,Female,18-29,1.67,70,Yes,BPaverage,50,3,2,3,1,4,2,1,1,4,5,1,2,2,4,1,4,2,2,3,1,6,5,4,3,6,4,6,6,6,5,6,6,5,5,6,5,6,5,3,5,5,4,3,3,3,3,3,4,5,5,2,9,9,9,9
2017-12-22T04:06:33Z,WOW0942,Female,30-39,1.72,88.9,Yes,Control,25,2,1,4,1,2,3,1,1,4,3,2,5,1,4,2,1,4,2,2,1,5,7,6,5,3,7,7,6,7,6,7,6,3,3,6,5,5,5,3,4,3,2,4,3,3,3,3,1,1,1,1,7,7,7,7
2017-12-22T04:34:18Z,UXG2973,Female,18-29,1.59,76,Yes,BPaverage,25,4,1,4,1,5,1,1,2,5,5,1,2,1,5,1,4,3,1,4,1,2,3,2,1,1,5,3,4,5,4,1,1,1,1,1,3,3,3,2,3,3,3,2,4,2,2,3,1,1,1,1,7,8,8,9
2017-12-22T04:52:45Z,KOE2331,Female,18-29,1.73,101,Yes,BPlarger,25,4,1,3,1,4,1,1,1,4,4,1,1,1,4,1,4,4,1,3,1,3,5,5,5,7,6,6,7,7,6,5,6,5,5,5,7,6,4,3,5,4,3,4,4,3,3,4,3,4,3,3,9,9,9,9
2017-12-22T05:49:45Z,FSB6263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-12-22T06:45:48Z,UXT1263,Female,NA,1.75,111.13,Yes,BPaverage,33.3333333,3,2,3,1,4,2,3,1,2,2,3,4,2,5,2,4,2,3,3,4,6,5,6,3,7,7,7,5,3,3,4,5,3,3,3,3,3,4,4,4,4,4,3,3,4,3,4,4,5,4,5,9,9,10,10
2017-12-22T07:07:20Z,CRV4217,Female,18-29,1.6,70.3,Yes,BPaverage,20,5,2,3,1,4,1,1,1,5,5,1,1,2,5,1,1,2,1,1,1,5,3,5,3,6,3,4,7,7,7,7,5,3,2,7,4,5,4,3,5,3,3,3,3,4,4,4,5,5,5,5,7,7,7,7
2017-12-22T07:14:19Z,MPI5697,Female,18-29,1.6,66,Yes,BPlarger,60,5,1,4,1,3,4,1,1,4,4,1,3,2,5,1,4,3,1,3,1,2,6,5,4,6,6,6,6,7,7,7,5,2,5,6,3,1,3,2,4,3,3,2,3,3,4,3,5,1,1,1,9,8,10,8
2017-12-22T07:23:22Z,MPV2033,Female,NA,1.49,95.25,Yes,Control,50,4,2,2,1,1,1,2,1,1,1,2,3,1,2,3,1,3,2,1,2,1,2,1,1,6,6,5,7,7,3,3,5,1,1,2,1,6,3,1,1,1,2,1,1,2,1,1,5,5,5,5,9,9,10,10
2017-12-22T07:44:45Z,KFO2389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-12-22T08:13:33Z,JUU2869,Female,18-29,1.67,75,Yes,BPaverage,33.3333333,3,1,4,1,4,1,1,1,5,5,1,2,1,4,2,3,4,1,4,1,2,7,6,5,6,7,7,4,7,3,4,5,1,2,4,5,4,3,3,4,2,4,2,3,3,2,4,3,4,4,3,8,7,8,7
2017-12-22T11:36:27Z,GZN0528,Female,18-29,1.62,53,Yes,Control,50,3,1,3,1,2,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,6,6,7,7,6,6,6,6,7,5,7,6,6,5,7,6,7,4,3,5,4,4,4,4,4,4,5,1,1,1,1,10,7,9,8
2017-12-23T00:52:01Z,ANF7593,Female,30-39,1.78,125,Yes,Control,25,3,1,4,1,4,1,1,2,5,4,1,4,2,4,5,3,3,4,3,2,2,2,6,3,6,4,6,4,6,3,5,1,1,1,5,5,6,4,3,4,4,3,4,4,3,3,4,1,NA,NA,NA,9,9,9,9
2017-12-28T11:27:51Z,EYD1117,Female,18-29,1.5,80.2,Yes,BPaverage,NA,3,2,3,1,3,1,1,1,3,3,1,1,4,2,1,3,1,1,1,1,2,5,5,3,3,6,6,6,7,3,4,3,1,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-12-28T11:28:34Z,XMG2944,Female,40-49,1.7,60,Yes,Control,33.3333333,2,1,2,1,2,2,1,1,2,2,2,3,1,2,1,2,3,1,2,1,6,6,6,6,7,7,7,6,6,6,6,6,4,7,6,7,7,4,4,5,4,3,4,3,4,5,3,1,NA,NA,NA,7,7,7,7
2017-12-28T15:09:43Z,JKR6256,Female,18-29,1.57,88,Yes,Control,100,3,4,1,3,1,4,5,4,2,1,3,1,5,1,4,3,1,5,1,4,1,6,5,1,5,5,7,7,6,1,1,6,1,1,6,1,6,3,2,3,1,3,1,2,1,1,1,5,NA,NA,NA,10,9,10,10
2017-12-28T16:04:11Z,GNN0246,Female,30-39,1.52,60,Yes,Control,75,3,1,2,1,2,1,1,1,3,2,3,2,1,3,3,3,2,1,1,1,2,6,5,3,7,6,7,4,7,3,2,5,1,3,7,3,1,4,3,5,3,3,2,2,4,4,3,3,1,1,1,8,9,9,9
2017-12-28T23:08:19Z,HOP6959,Female,40-49,1.7,158,Yes,BPaverage,40,4,1,3,1,4,1,1,1,3,4,1,3,1,5,1,4,3,1,2,1,3,6,6,7,7,7,7,7,7,7,6,6,3,6,6,3,7,4,4,4,4,4,4,4,4,4,5,2,1,2,2,7,7,7,7
2017-12-28T23:21:59Z,ELU5305,Female,18-29,1.7,88,Yes,BPlarger,NA,2,3,1,4,1,5,3,3,1,1,4,4,2,1,4,2,1,3,1,4,1,6,6,4,5,5,5,5,4,2,2,4,1,1,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-12-29T07:39:12Z,FQQ3974,Female,18-29,1.61,90,Yes,Control,33.3333333,2,1,1,3,1,3,2,1,1,1,2,1,2,1,2,2,1,1,1,2,2,4,5,5,5,5,6,5,7,4,3,6,1,1,5,3,1,3,3,4,4,3,4,4,2,4,4,3,4,4,4,7,8,9,8
2017-12-29T09:41:03Z,TBD8871,Female,18-29,1.62,97,Yes,BPaverage,66.6666667,4,1,4,1,1,1,1,1,4,5,1,3,1,5,1,4,3,1,4,1,6,7,6,7,7,7,7,7,7,7,7,7,7,5,7,6,7,5,4,4,4,4,5,5,4,4,4,1,1,1,1,7,6,6,6
2018-01-05T05:31:39Z,ZEX2963,Female,18-29,1.52,56,Yes,BPlarger,50,3,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,5,7,5,6,6,5,6,7,6,6,3,6,5,3,3,3,4,4,3,4,3,4,3,2,2,3,2,4,5,5,5,8,8,7,7
2018-01-05T06:01:40Z,WWK4478,Female,18-29,1.72,65.77,No,Control,50,2,1,1,3,2,1,1,2,1,1,2,2,1,2,1,3,3,1,1,1,1,4,3,7,1,5,3,5,6,5,6,1,1,1,5,3,4,3,2,2,2,2,1,2,2,2,2,2,NA,NA,NA,7,6,8,7
2018-01-05T06:10:42Z,QAJ8327,Female,18-29,1.54,48,Yes,BPaverage,25,3,2,1,2,4,4,1,2,3,3,2,3,4,4,2,3,3,3,2,1,3,6,5,3,4,2,4,6,6,3,4,1,2,3,4,3,5,5,3,5,2,3,3,4,2,2,2,4,4,5,2,9,10,9,9
2018-01-05T06:27:57Z,MTD7091,Female,18-29,1.6,69.85,Yes,Control,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,3,1,1,1,1,7,6,6,6
2018-01-05T07:19:30Z,ILC3179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-05T12:55:00Z,SMM2460,Female,18-29,1.6,44.45,Yes,BPlarger,0,2,1,3,1,4,1,1,1,4,4,1,3,1,4,1,1,3,1,1,1,6,5,5,6,5,6,5,7,7,7,7,3,5,7,6,6,7,4,3,4,4,2,3,4,3,4,5,4,2,2,1,7,6,9,7
2018-01-06T06:30:12Z,KTV9149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-06T09:30:23Z,CON6214,Female,18-29,1.9,69.85,Yes,Control,0,4,1,2,1,3,1,1,1,2,1,1,2,1,4,1,1,1,1,1,1,4,6,6,6,6,5,7,7,7,7,5,6,3,3,6,3,4,4,3,4,3,4,2,4,3,4,3,1,1,1,1,7,7,7,7
2018-01-07T01:45:12Z,XGC6939,Female,50+,1.6,76.2,Yes,BPaverage,50,4,1,1,1,3,1,1,1,4,1,1,1,1,4,1,4,4,1,1,1,2,5,6,4,6,4,6,4,6,4,4,4,4,4,4,4,4,3,3,4,4,4,2,4,4,4,4,4,2,1,1,6,6,6,6
2018-01-12T06:09:49Z,YRT8703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-12T19:15:39Z,FRJ6208,Female,18-29,1.7,63.5,Yes,BPaverage,22.2222222,2,1,1,2,1,2,2,3,1,1,3,1,2,1,1,1,1,1,1,1,5,6,5,5,3,3,5,7,5,5,5,5,2,3,5,3,5,3,3,3,3,3,3,3,3,3,3,2,3,3,3,10,10,10,10
2018-01-13T11:05:36Z,GCH6327,Female,18-29,1.78,76,Yes,BPaverage,NA,1,1,1,1,4,1,1,1,3,5,1,1,1,3,1,3,3,1,1,1,6,6,7,7,6,5,4,6,7,4,4,5,3,3,6,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-15T13:22:59Z,POR4546,Female,18-29,1.56,50,Yes,BPlarger,50,1,4,1,2,4,4,3,4,1,3,1,3,2,4,4,3,3,2,1,1,2,6,6,4,4,6,6,6,6,6,4,2,1,2,5,1,4,5,4,4,4,5,5,4,4,4,5,2,3,3,1,7,7,8,7
2018-02-03T07:56:37Z,FIG4859,Female,18-29,1.62,54,Yes,BPaverage,33.3333333,4,1,1,1,4,1,1,1,3,4,1,2,1,4,1,3,1,1,4,1,6,6,5,5,3,2,4,6,6,6,6,3,5,6,6,6,6,4,4,4,4,4,4,3,3,3,3,3,2,2,2,9,7,7,7
2018-02-07T13:10:09Z,VEN3591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-11T10:13:53Z,ICP5977,Female,18-29,1.62,59.42,Yes,Control,50,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,3,1,3,6,7,7,5,7,5,7,7,7,7,2,2,2,7,4,2,3,3,4,3,4,4,3,3,3,4,1,1,1,1,7,7,6,7
2018-02-11T10:24:14Z,GXM5728,Female,18-29,1.72,78,Yes,BPaverage,50,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,3,4,4,5,3,5,5,5,5,4,5,2,2,4,2,4,2,2,2,2,3,2,2,2,2,2,3,3,4,4,9,9,9,9
2018-02-18T05:03:12Z,BNX0320,Female,50+,1.62,72,Yes,Control,66.6666667,5,2,2,1,1,2,2,1,4,4,2,3,1,4,2,4,4,2,2,1,3,5,5,4,3,4,4,4,6,3,4,3,3,3,2,5,4,4,3,3,4,3,3,3,4,3,4,1,NA,NA,NA,8,8,9,9
2018-02-19T16:36:24Z,YIZ1453,Female,50+,1.5,55,No,BPlarger,66.6666667,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,3,5,5,3,4,5,4,6,3,5,5,2,2,3,2,3,5,3,3,3,3,2,5,4,4,3,1,1,1,2,7,7,6,7
2018-02-19T17:06:54Z,FIK1066,Female,50+,1.62,60,No,BPaverage,33.3333333,3,1,1,1,2,2,1,1,3,2,2,1,1,3,4,2,2,2,1,2,3,3,3,4,2,2,6,6,5,4,4,3,3,3,5,1,2,3,3,3,3,3,1,2,2,3,3,1,1,1,1,7,7,7,7
2018-02-20T07:03:19Z,CCF7498,Female,18-29,1.74,64,Yes,Control,66.6666667,3,2,2,2,1,1,2,1,3,3,2,4,1,2,1,1,4,2,2,2,5,6,5,5,6,6,6,6,6,6,6,2,2,5,5,3,3,3,3,3,3,2,2,3,2,2,3,1,1,1,1,10,9,10,10
2018-02-20T13:13:51Z,KAX3091,Female,50+,1.57,48,No,Control,50,4,1,3,1,4,2,1,1,4,3,1,5,1,5,1,4,4,2,4,1,3,3,3,3,5,4,4,5,6,6,4,4,5,5,4,5,4,3,3,3,3,2,2,2,3,3,3,1,2,2,1,6,6,6,6
2018-02-23T09:12:23Z,DSN2362,Female,18-29,1.6,51,Yes,BPlarger,60,3,2,2,3,3,2,1,1,2,2,3,2,1,2,3,2,2,3,1,1,5,6,6,5,4,5,5,5,7,6,5,5,4,6,5,4,4,5,3,4,4,4,3,4,5,4,4,3,3,1,1,9,7,9,7
2018-02-23T09:44:02Z,DIT2550,Female,18-29,1.62,52,Yes,BPaverage,75,4,3,2,2,3,3,2,1,2,2,2,1,2,1,2,2,2,2,1,3,6,4,4,6,6,2,2,6,7,6,5,1,6,5,4,5,6,3,4,4,4,4,3,3,3,4,3,2,2,1,1,7,6,7,7
2018-02-23T10:06:13Z,RAT3927,Female,18-29,1.6,58.51,Yes,Control,33.3333333,1,1,2,1,1,1,1,2,2,1,3,3,1,1,1,2,3,2,1,1,6,6,5,6,5,6,6,6,6,6,6,6,6,6,6,6,5,4,4,4,4,2,4,4,2,4,4,1,NA,NA,NA,8,8,8,8
2018-02-23T12:10:32Z,ZNP6167,Female,18-29,1.62,47.5,Yes,BPaverage,60,1,1,4,1,5,1,2,1,4,5,1,4,1,5,2,4,4,2,4,4,3,5,5,7,7,7,7,7,5,5,5,3,3,3,3,5,5,3,3,5,3,3,5,5,5,3,5,1,1,1,1,7,7,7,7
2018-02-23T12:21:01Z,IUY1138,Female,18-29,1.68,70,Yes,BPlarger,25,1,4,1,2,4,1,1,3,2,3,5,3,1,1,1,3,3,2,2,1,2,6,6,5,3,5,6,5,7,3,2,6,3,2,6,2,5,4,3,4,3,2,2,3,3,3,3,3,2,2,4,8,8,9,9
2018-02-23T12:24:48Z,OEJ1440,Female,18-29,1.65,61,Yes,Control,66.6666667,4,1,2,1,3,1,1,1,2,1,3,3,2,4,3,2,3,1,2,1,5,5,2,5,3,6,6,6,7,5,5,6,4,3,2,2,5,4,3,3,3,4,2,3,2,3,2,5,2,2,2,7,7,8,7
2018-02-23T12:40:41Z,XEG9045,Female,18-29,1.67,64,Yes,BPaverage,50,2,2,2,1,4,1,1,1,4,5,1,1,1,2,1,3,2,1,3,1,5,6,6,6,5,7,7,5,6,5,6,6,5,6,6,3,6,4,4,5,4,4,4,4,3,3,4,2,2,4,3,7,7,7,7
2018-02-23T15:45:50Z,LXE0280,Female,18-29,1.59,80,Yes,BPlarger,33.3333333,3,1,2,1,2,1,1,1,3,2,1,2,1,3,1,2,1,1,2,1,3,5,5,5,6,5,7,4,4,3,4,5,3,3,5,2,4,4,3,4,4,3,3,4,4,5,3,5,4,4,4,7,7,8,8
2018-02-24T01:51:09Z,CFH3677,Female,18-29,1.78,85,No,Control,33.3333333,2,2,1,2,1,1,1,1,3,1,2,3,1,4,1,2,3,1,1,1,5,6,3,3,6,6,5,6,7,4,4,3,2,3,6,3,6,4,3,3,3,4,4,3,3,3,3,2,NA,3,3,7,7,8,8
2018-02-24T02:17:29Z,PJR1600,Female,NA,1.68,62,Yes,BPlarger,33.3333333,1,1,1,1,3,1,1,1,3,2,1,3,1,2,1,3,4,2,1,1,7,7,7,7,7,7,7,7,7,7,7,7,5,6,7,6,7,4,4,4,5,3,4,4,4,5,5,1,1,1,1,7,6,6,6
2018-02-24T04:43:19Z,NWU9934,Female,18-29,1.75,71,Yes,BPaverage,33.3333333,4,1,4,1,2,1,2,1,3,3,1,3,1,3,2,2,3,1,2,1,5,6,6,4,5,6,6,5,6,7,6,5,3,5,5,6,5,3,3,4,3,3,2,3,2,3,3,5,4,5,5,7,6,7,6
2018-02-24T09:36:23Z,KJP1124,Female,18-29,1.67,75,Yes,BPaverage,66.6666667,4,1,2,1,3,2,1,1,3,4,2,3,1,2,1,1,3,1,2,1,5,7,7,7,7,6,7,7,7,7,7,7,2,3,6,6,6,4,4,5,3,4,3,4,4,4,4,4,4,NA,2,7,6,7,6
2018-02-24T12:35:22Z,LWX5800,Female,18-29,1.6,46,Yes,Control,33.3333333,3,2,3,1,2,2,2,1,2,2,1,2,1,3,2,2,2,1,1,1,5,5,5,4,5,4,5,6,6,6,5,6,5,5,4,4,4,4,3,4,4,4,3,3,3,3,3,3,NA,NA,NA,8,7,9,7
2018-02-25T01:05:09Z,DGC0859,Female,18-29,1.66,46,Yes,BPaverage,0,2,1,3,1,3,1,1,1,2,4,1,3,1,3,1,2,3,1,2,1,6,5,6,4,5,6,5,7,6,7,7,4,6,7,6,5,2,5,4,5,5,4,4,4,5,5,4,2,3,3,2,8,7,9,7
